# Dead-ends catalogue — single source of truth (2026-08-18 reconstruction from EM/Meta/DeadEnds.lean and the session logs).
# num<TAB>cat<TAB>name<TAB>approach<TAB>rationale<TAB>session<TAB>witness<TAB>revival<TAB>status
# cat: OS orbit-specificity | DG decorrelation gap | AG aggregate gap | CO collapse | CI circularity | SF structurally false
#      TM technique mismatch | SM scale mismatch | MR methodological rule | -- number never assigned
# witness: a genuine (non-placeholder) Lean theorem, or —.  revival: weak-MC revival score 0–3, or -.
# Regenerate outputs with: python3 tools/gen_dead_ends.py
# Session numbers (S1–S307) refer to the project's session logs (agents/state/strategy_log*.md);
# the full text of sessions 1–274 is kept locally and is not part of the public repository.
83	SF	Inverse Littlewood--Offord for products false	``Large walk sum implies multiplier concentration in $\ker\chi$'' (Tao--Vu torsion-implies-dispersion intuition) to turn CCSB failure into structure.	False for $d\ge3$: $\chi$ of order 3, multipliers alternating $\omega,\omega^2$: walk visits $\{1,\omega\}$, $|S_N|=N/2$ yet no multiplier lies in $\ker\chi$. The inverse direction is just the contrapositive of CCSB.	46	—	-	still valid
84	CO	Pseudo-independence notions reduce to Dec/HOD	Replace independence by pair mixing, exponential pair decay, $k$-point decay, block independence, or CME.	Pair mixing and exponential pair decay $=$ Dec (VdC $h=1$ gives $N/\sqrt2$); $k$-point decay $=$ HOD (unverifiable); block independence $=$ HOD at coarser scale; CME $=$ Dec only (\#81). EM feedback gives zero anti-concentration leverage.	46	—	-	still valid; TWD (\#122) and FourPointPCV (\#123) collapse onto it
85	CO	VdC plus EscapeDecorrelation equals QuadraticCCSB	For $d=2$ define EscapeDecorrelation ($h$-fold multiplier product sums $o(N)$) and prove VdC + EDH $\to$ QuadraticCCSB (Route C, formalized).	For $\chi^2=1$, $\chi(w(n+h))\chi(w(n))=\prod\chi(m(n+j))$, so EDH is literally ``walk autocorrelations are $o(N)$'', which is QuadraticCCSB by VdC; $h=1$ alone gives $O(N)$; BV supplies only $h=1$; PED does not imply EDH.	49	—	-	still valid; same verdict as \#120 (SCD $\equiv$ SVE)
86	TM	Nonstationary ergodic theorems (Monakov, Ito--Kawada)	Monakov (2024) Ces\`aro convergence of nonstationary random walks on compact abelian groups to Haar under strict aperiodicity, applied to the walk on $(\mathbb Z/q)^\times$.	Requires strictly aperiodic probability measures AND independent steps: for a Dirac mass $\delta_a$, $|E\chi(X_n)|=|\chi(a)|=1$, so strict aperiodicity fails; and $m(n)$ depends on the whole history. Both conditions fail independently.	51	—	2	still valid; umbrella for random-walk category errors (\#47, \#95)
87	SF	General escape-sum bound fails, $d\ge3$	Extend \code{escape\_sum\_order2\_bounded} (unweighted escape sum $O(1)$ for order-2 $\chi$) to order $d\ge3$ to generalize the kernel-block reduction CCSB $\leftrightarrow$ kernel-CCSB.	For $d=2$ every escape rotation is $-2$, so the telescoped weighted sum factors; for $d\ge3$ rotations $\chi(m)-1$ take $d-1$ values and $\|\sum z_nr_n\|\le2$ does not bound $\|\sum z_n\|$: adversarial phase alignment gives $\Theta(N)$. Confirms \#36.	54	—	-	still valid
88	SF	d=2 block-length balance from PED alone	Use the $d=2$ alternating series of kernel-block lengths (every escape negates the walk character) plus PED to close QuadraticCCSB.	PED controls total kernel density, not the distribution of kernel steps across blocks; alternating long/short blocks $L_k=\alpha N/K$, $(2-\alpha)N/K$ give alternating sum $\Theta(N)$ with $\Omega(N)$ blocks. Balance $\Leftrightarrow$ translated QR/QNR symmetry $\Leftrightarrow$ localized SieveTransfer.	55	—	-	still valid; SieveTransfer target vacuous after \#160 (read as CME)
89	TM	Michelen--Sahasrabudhe anti-concentration / PGF zeros	MS-style anti-concentration via zero-free regions of the probability generating function of the walk's empirical measure (last unexplored technique).	Anti-concentration is a lower bound on variance, the wrong direction for equidistribution; the PGF $f(z)=N^{-1}\sum z^{L(n)}$ has zeros encoding the trajectory (circular); no factorization without independent steps. Introduces the Four-Way Blocker.	57	—	-	still valid; origin of the Four-Way Blocker
90	OS	Population statistics do not determine orbit	Derive CME (later DSL, UCE $\to$ CME, Borel--Cantelli, CRT spreading, MinFacUnbiased, sieve orbit control, Deligne/Haar equidistribution) from population-level results on the least prime factor.	Four-Layer Gap: no technique spans population $\to$ individual, unconditional $\to$ conditional, static $\to$ growing, counting $\to$ distribution. Witness: periods $(2,2,3,3)$ and $(2,3,2,3)$ in $(\mathbb Z/5)^\times$ have identical statistics; only the first hits $-1$. Superseded in part: PE/UCE false (\#160), bridges vacuous.	59	OrbitBarrier.population_does_not_determine_hitting	3	still valid; the wall before every MC route; \#158 is \#90 in a new coat; aliases: orbit specificity, Four-Layer Gap
91	SM	Prime Euclid density argument	Use the sub-population of prime Euclid numbers $P(n)+1$ (multiplier equals the whole number) as leverage on the walk or CME.	Under doubly-exponential growth ($\log P_n \asymp 2^n$, the perpetual-primality branch) $\sum 1/\log P_n$ converges and prime Euclid numbers are heuristically finitely many; on the branch MC predicts ($\log P_n \asymp p_n$) the heuristic count diverges (paper \S4.1). Either way they contribute $o(N)$ and say nothing about the composite population, which is the irreducible content.	59	—	-	still valid; not in registry
92	CO	Self-correction forcing equidistribution	Argue the growing excluded set (each new prime removed from future minFac candidates) feeds back and forces multiplier bias to zero, giving CME.	Feedback is summable ($\sum 1/\mathrm{seq}(n)<\infty$): it stabilises the walk but cannot force bias to zero. Necessary, not sufficient; extracting rates needs minFac conditioned on residue class, which is SieveTransfer/CME itself. Reformulation, not reduction.	59	—	-	still valid; re-hit by \#120 (SCD maps to \#73/\#92/\#95)
93	CO	Density-1 CME / FEB equivalent to CME	Weaken CME to density-1 CME or an $L^2$ fiber-energy bound $CC_\chi(N)=\sum_a|F(a)|^2=o(N^2)$ as a strictly weaker intermediate between Dec and CCSB.	On the finite set of $q-1$ positions $L^2$ and $L^\infty$ coincide (Markov: $\#\{a:|F(a)|>\varepsilon N\}\le CC_\chi/(\varepsilon N)^2\to0$); removing a $\delta N$ fiber bias needs $\ge(\delta-\varepsilon)N$ deletions, exceeding the $o(N)$ budget. No $L^p$ interpolation; strictly stronger than CCSB.	61	cme_implies_feb	0	still valid; equivalence fully formalized (\code{feb\_implies\_cme} too)
94	TM	Fiber uniformity from SE alone	Derive uniform visit counts $V_N(c)=\Theta(N/(q-1))$ from the proved SubgroupEscape.	SE gives eventual coverage, not visit statistics; uniformity needs mixing-time estimates (unavailable for deterministic walks) or joint $(w(n),m(n))$ equidistribution, which is CME. Multipliers $\{2,3\}$ alternating in $(\mathbb Z/5)^\times$ generate yet avoid $-1$ forever.	61	—	-	still valid; same family as \#20/\#130
95	TM	Spectral gap for deterministic walks	PED gives step-distribution spectral gap $\rho<1$ (proved abstractly); infer CCSB, or apply Markov mixing/spectral theory to the EM walk.	Spectral gap constrains frequency of step types, not their ordering: clumped kernel-then-escape steps give walk sum $\Theta(N)$. Spectral theory applies to distributions (random sampling), not a single deterministic path; each EM transition operator is a permutation matrix with unimodular spectrum.	62	—	0	still valid; registry witness \code{spectral\_gap\_inapplicable} is a True-bodied marker
96	SM	Level-of-distribution scale mismatch	Prove a Bombieri--Vinogradov type level of distribution for EM products (EMHasLevelOfDistribution) and transfer it to MMCSB walk character sums.	LoD error $(\mathrm{prod}\,N)^\theta/(\log\mathrm{prod}\,N)^A\ge 2^{\theta N}$ grows exponentially while MMCSB needs $\varepsilon N$; \code{LoDImpliesMMCSB} is false. Any walk-adapted LoD reduces to CCSB (walk sums) or Dec (multiplier sums); no intermediate.	63	prod_superlinear	0	still valid
97	CO	LP avoidance framework equals DH	Linear program over Cesaro-limit measures on $(\mathbb Z/q)^\times$ with FPE/flow constraints; hope infeasibility for every avoidance set $T$ forces a hit of $-1$.	LP is feasible for many proper $T$ and always for $T=G\setminus\{-1\}$ (cannot detect single-element avoidance). Infeasibility for all $T$ with uniform FPE is equivalent to DynamicalHitting; only the FPE marginal is nontrivial and that is the open content. Fourier side reduces to CCSB.	64	—	-	still valid; not in registry
98	DG	CRT decorrelation gives no leverage	Use per-step CRT exogeneity (\code{crt\_multiplier\_invariance}: minFac$(P+1)$ depends only on $P$ mod primes $\ne q$), alias PBI, to get sequence-level decorrelation or DH.	Per-step exogeneity is not statistical independence: conditioning on $w(n)=c$ selects a biased time subsequence. CMI+FPE is CME. Counterexample: multipliers $\{2,3\}$ alternating in $(\mathbb Z/5)^\times$ generate the group but the walk cycles $\{1,2\}$, never hitting $-1$. \code{dh\_iff\_partial\_product\_surjective} false.	65	—	-	still valid; aliases PBI/Weak Ergodicity (S104), CRT first-moment transfer (S78)
99	CO	CME spectral gap / bias propagation	Direct CME attack via fiber flow-balance identity, CRT state-independence giving equal kernel rows, spectral gap decay, and return-product constraints $\prod\chi(m(j))=1$.	Flow-balance is one equation in $p-2$ unknowns (underdetermined); equal rows fail by biased subsequence selection; spectral gap is \#95 again; return products hold tautologically for any returning walk (group law), carrying no EM information.	66	—	-	still valid; \code{return\_product\_char\_one} is the salvaged tautology
100	CO	Walk periodicity dichotomy	Case-split on the walk being periodic (CCSB supposedly easy) versus aperiodic and attack each branch.	Periodic walks need not give $o(N)$ sums: period $p<q-1$ with nonzero one-period sum gives $\Theta(N)$. The trichotomy is a reformulation; ruling out periodicity removes the easy case and proving aperiodicity needs the same tools as CCSB.	69	—	-	still valid; periodicity lemmas already existed
101	AG	Bundle Walk / Weak MC / profinite	Prove Weak MC via the simultaneous walk on $\prod_{q\in M}(\mathbb Z/q)^\times$ using avoidance density $\delta(M)=\prod(q-2)/(q-1)\to0$; profinite reformulations generally.	BundleGap is weaker than SieveTransfer as a statement but no technique proves it otherwise; product-group characters do not factor (shared minFac index couples moduli), reducing to MMCSB; $\delta(M)\to0$ is population-level. In $(\mathbb Z/11)^\times$ cycling $\{3,4\}$ generates yet visits only $\{1,3\}$.	70	—	0	still valid; reconfirmed by \#127, S166 G3 closed
102	SM	Large sieve single-frequency extraction	Apply the analytic large sieve at the single frequency $\alpha=0$ ($R=1$) to bound the walk sum $S_N$.	With one evaluation point the separation condition is vacuous, giving the trivial $|S_N|\le N$; embedding $\alpha=0$ in $R+1$ points gives $|S(0)|^2\le N^2(R+1)$, worse than trivial. Large sieve averages over frequencies; it cannot extract pointwise information on one walk.	72	—	-	still valid; not in registry
103	CO	No third algebraic route to CCSB	Seek a decomposition of $S_N=\sum\chi(w(n))$ other than by value (fiber, CME) or lag (autocorrelation, HOD): Abel, differencing, Moebius, Dirichlet series, blocks, cross-modular CRT.	The telescope $\chi(w(n+1))=\chi(w(n))\chi(m(n))$ is the complete algebraic content. Abel gives $O(N^2)$ remainder; differencing yields norm-1 terms; Moebius needs multiplicativity in $n$; Dirichlet series needs structure. Blocks reduce to HOD (\#78), CRT to \#75/\#98/\#101. CME and HOD exhaust the routes.	72	—	-	still valid; the algebraic exhaustion thesis
104	CO	Summable Decorrelation collapses to VCB	Summable/Bottleneck Decorrelation (SD), stronger than VanishingConditionalBias, proposed to yield CCSB together with PED.	VCB+PED$\Rightarrow$CCSB was proved outright (\code{vcbPedImpliesCcsb}), so SD is strictly stronger than VCB yet adds zero leverage; verifying SD for EM meets \#90/\#98. Not a published concept.	74	—	-	still valid; distinct from ensemble StepDecorrelation (refuted \#156)
105	CO	First passage / ExistentialCME equals DH	Exploit that MC needs one hit of $-1$: phased Fourier identity $V_N(-1)(q-1)=N+\sum_{\chi\ne1}\chi(-1)^{-1}S_N(\chi)$ and ExistentialCME.	The phased identity is character orthogonality restating $V_N(-1)=0$; ExistentialCME ($\exists c,n$: $w(n)=c$, $m(n)=-c^{-1}$) is literally DH; inter-character cancellation needs HOD (\#79). A walk can generate the group, use every step cofinally, and avoid one element forever.	75	—	-	still valid; positive binary-structure lemmas kept (\code{first\_passage\_dichotomy})
106	AG	VCB implies CCSB iff PED	Prove VCB directly via CRT+resampling, shift equivariance, ResamplingBound, fiber Parseval energy, and drop PED from VCB+PED$\Rightarrow$CCSB.	Telescope forces $(\mu-1)S_N=O(1)$: if $\mu\ne1$ CCSB is trivial, if $\mu\approx1$ kernel confinement kills CCSB, so (VCB$\Rightarrow$CCSB)$\iff$PED. Resampling error is \#98, deviation is \#90; fiber Parseval cross-character terms are unconstrained. Aggregate does not give per-fiber control.	78	—	2	still valid; registry phrases it as aggregate vs fiber (VCB vs CCSB)
107	SF	Bottleneck Decorrelation axioms insufficient	Abstract theory: Per-Step CRT Bottleneck, Exponential Growth and Generation axioms for a class of walks should imply VCB.	Counterexample on $(\mathbb Z/3)^\times$: block-structured multipliers ($N=4K$, escape blocks $m=2$, kernel blocks $m=1$) satisfy all axioms but $F(1)/V(1)=1/3$, $F(2)/V(2)=-1$, no common $\mu$. Per-step CRT is pointwise; VCB needs aggregate joint (position, multiplier) control.	79	—	-	still valid; not in registry
108	SM	Harper BDH / Weil scale mismatch	Apply Harper's Brownian-Dirichlet variance asymptotics for non-multiplicative sequences to EM products; registry restates over $\mathbb F_p[t]$ via the Weil bound.	BDH needs well-distribution in APs (circular for EM) and non-concentration; EM products are super-exponentially sparse, and it yields variance over most $q$, not pointwise. Weil error $O(p^{n/2})$ per degree is vacuous for an orbit at a single degree per step.	81	—	1	still valid; registry row re-described in function-field terms (S166)
109	TM	Non-multiplicative Halasz	Extend Halasz / pretentious-distance theory to minFac-driven partial products.	No extension exists (2024--2026 searches); pretentious distance is intrinsically Euler-product based and minFac is provably not multiplicative (Four-Way Blocker item 2). Tao--Teravainen correlations stay within the multiplicative world.	81	—	0	still valid
110	CO	Transition matrix / Doeblin equals CME	Recast CME as convergence of the empirical transition matrix $K_N(a,b)/V(a)$ to uniform and use Markov tools (spectral gap, mixing, Doeblin, non-homogeneous chains).	$K_N(a,b)/V(a)\to$ uniform is CME (\code{cme\_iff\_transition\_char\_vanish}); DoeblinConvergenceForEM $=$ CME by \code{rfl}. Transition counts are joint counts, so the convolution-kernel identity itself needs CME. All convergence techniques need randomness or stationarity.	81	doeblin_eq_cme	0	still valid; \code{cme\_iff\_transition\_char\_vanish} also formal
111	TM	Rough-number concentration for $d=2$	For the quadratic character use coprimality, $q$-roughness and super-exponential growth of Euclid numbers to forbid $L$ consecutive QR-valued minFacs (NoLongRuns).	For any $L$ one builds $L$ pairwise coprime $q$-rough integers of arbitrary size all with QR minFac (distinct QR primes times large coprime cofactors). Only the recursion is EM-specific and using it to control minFac residues is SieveTransfer; coprimality does not imply minFac independence.	82	—	-	still valid; sharpened by \#119
112	CO	Order-3 Moebius death function	Exploit the order-3 Moebius map $b(a)=(1-a)^{-1}$ on forbidden multipliers ($m_1m_2m_3=-1$) as leverage against DH.	It constrains the death-curve geometry, not the walk dynamics; the dynamically relevant map is the order-2 involution $f(c)=-c^{-1}$, already formalized. Avoidance graph is a perfect matching with no combinatorial leverage; Marginal/Joint Barrier untouched.	83	—	-	still valid; not in registry
113	CI	Cycle product equidistribution circular	Equidistribute products $R_k$ of multipliers over walk cycles/return times mod $p$, hoping product structure ($\ell\ge2$) helps.	By the telescope $\chi(R_k)=a_{k+1}/a_k$, equidistribution of $R_k$ is a walk character-sum bound at return times, i.e. CCSB for $p$; lag-1 autocorrelation is \#92/\#98, cross-cycle decorrelation \#98/\#58, $\ell\ge2$ reduces to HOD (\#79).	91	—	-	still valid; not in registry
114	CO	Missing-prime accumulation / Borel--Cantelli	Second-moment / Borel--Cantelli / Kochen--Stone argument that a missing prime $q$ accumulates death-channel opportunities along the orbit.	Pairwise death-channel independence is CME restricted to one fiber; the self-consistent avoidance model restates the earlier orbit analysis; Kochen--Stone needs pairwise quasi-independence of $\{q\mid P(n)+1\}$, the joint-distribution barrier. Population-to-orbit transfer is SieveTransfer (\#90/\#98/\#107).	97	—	-	still valid; not in registry
115	DG	Cofactor / accumulating-CRT joint barrier	View $P(n)$ in CRT space $\prod(\mathbb Z/p_i)$ hoping dimensional explosion yields independence mod $q$; later, the cofactor identity $w(n)+1=m(n)\,\mathrm{cofZ}(n)$ / CofactorEnsembleDecorrelation.	$P(n)$ is one locked point, not a generic one; the walk mod $q$ has dimension 1 (same $\{2,3\}$ in $(\mathbb Z/5)^\times$ counterexample). The cofactor is a joint quantity in bijection with the multiplier when alive, so CED is ensemble CME in other notation.	109	—	0	collision/re-description: log = ACI (S109); paper and registry = cofactor barrier (S125, S229 CED)
116	CI	Sieve-theoretic transfer for DSL circular	DSL sub-approach D: prove EMDirichlet mod $q$ with a Selberg-type sieve over auxiliary primes $r$.	The sieve axiom $\omega(r)\sim1/r$ is EMDirichlet mod $r$, so the argument assumes EMDirichlet for all auxiliaries: circular for $q\le L$, reduces to BVImpliesMMCSB for $q>L$. CRT independence is a scope error (for fixed $r$, $r\equiv a$ mod $q$ is deterministic). Superseded: DSL vacuous (\#160).	114	—	0	technique verdict stands; target DSL vacuous by \#160
117	DG	MultCancel does not force WalkCancel	Prove MultCancelToWalkCancel for EM walks using squarefree accumulator, coprime cascade, minFac selection, CRT invariance and growth, completing the ensemble PT chain.	Multipliers alternating $\{2,3\}$ mod 5 with $\chi(2)=i$: multiplier sums vanish for even $K$, but $W_K=(K/2)(1+i)$, $|W_K|=\Theta(K)$. Compatible with every EM structural property; the transfer is equivalent to CCSB/CME. Sharpens \#58.	128	OrbitBarrier.mult_cancel_not_walk_cancel	0	still valid; fundamental entry with \#90; witnessed S307
118	TM	Growth gives no decorrelation	DSL variance route: derive quantitative decorrelation of population cross-terms $C(j,k,X)$ from super-exponential growth of the accumulator.	Residues mod $q$ are periodic regardless of magnitude, so growth is invisible mod $q$; the $+1$ shift is arithmetically entangled; CRT invariance is structural, not statistical. Every dynamical mechanism reduces to sieve content (JSE via CRTPropagationStep). Superseded: variance hypotheses false (\#156), DSL vacuous (\#160).	137	—	-	technique verdict stands; targets refuted by \#156/\#160
119	SF	Substitution Principle false	SP: pairwise coprime $N_i\equiv c$ mod $q$ with distinct minFac$(N_i)$ should have $\sum\chi(\mathrm{minFac}\,N_i)=o(I)$; apply at fiber return visits.	Counterexample $q=5$: $N_i=p_ir_i$ with distinct primes $p_i\equiv2$, $r_i\equiv3$ mod 5, $r_i>p_i>2^{2^i}$; minFac distinct, $N_i\equiv1$, coprime, yet the sum is $I\chi(2)=\Theta(I)$; generalizes to all $q\ge3$. SP-for-EM equals CME.	140	sp_eq_cme	-	still valid; sharpens \#111
120	CO	SelfCorrectingDrift equivalent to SVE	Lyapunov route SCD ($R(N)=o(N^2)$) $\Rightarrow$ VE $\Rightarrow$ SVE $\Rightarrow$ MC, hoping mixing-time or concentration arguments bypass CME.	\code{lyapunov\_telescope}: $L(N)=2R(N)+N(q-2)/(q-1)$, so $R=o(N^2)\iff L=o(N^2)$ and SCD is SVE restated in drift language (above threshold $Q_0$); maps to \#73/\#92/\#95. No new leverage.	142	lyapunov_telescope	2	still valid; one-sided drift revival (\code{upper\_drift\_bound\_implies\_mc})
121	AG	SMSB plus SE per-class escape	Use SecondMomentSquaredBound (global bad-set density) with SubgroupEscape to get per-class bad-set control (BadSetEquidistribution) and pointwise escape from class $-1$.	$|B|\le\delta N$ gives by pigeonhole some class with small bad density, not all and not $-1$; per-class uniformity needs $P(\mathrm{bad}\mid w=c)\approx P(\mathrm{bad})$, i.e. CME. SE gives generation, not statistics. Superseded: SMSB false at $\chi\equiv1$ (\#156).	143	marginal_joint_barrier_witness	2	still valid as collapse; hypothesis SMSB refuted (\#156)
122	CO	Tail Window Decorrelation	TWD: split multiplier character sums into non-overlapping windows of length $K$, require cross-window terms to vanish, feed into CCSB.	TWD controls multiplier sums, giving Dec at best, and Dec does not imply CCSB (\#20/\#58/\#117); the walk-sum version is block HOD at scale $K$ (\#84) $=$ CME. Cycling $\{g,g^{-1}\}$ has bounded cross terms but walk sum $\Theta(N)$. Superseded: TWD false (\#156).	144	—	-	hypothesis later refuted (\#156, \code{not\_tailWindowDecorrelation}); alias COD/KBSZ (S197)
123	DG	FourPointPCV: cross-time is not cross-modulus	Four-point population cross-term decay $\Gamma_4\to0$ over squarefree seeds, factored through CRT independence at four steps, for summable Borel--Cantelli densities toward DSL.	SCRTI gives cross-modulus independence at one time; FourPointPCV needs cross-time independence at one modulus. Four-time decay is HOD-type mixing (\#84), harder than CCSB; the four values are deterministic functions of one seed (\#115); pairwise PCV itself open. Superseded: false (\#156), DSL vacuous (\#160).	146	—	-	hypothesis later refuted (\#156, \code{not\_fourPointPCV}); \#160
124	CO	T5.7 Lyapunov--fiber coupling	Couple visit deviations with fiber sums, $J(N)=\sum_a\mathrm{visitDeviation}(a)\,\mathrm{fiberMultCharSum}(a)$, and use its recurrence or Cauchy--Schwarz for DSL/CME leverage.	$J$ is marginal (bilinear contraction loses joint information); the one-step recurrence contains the active-fiber sum $F(w(N),N)$, the CME gap; Cauchy--Schwarz bounds go the wrong way; $J=o(N)$ is one scalar constraint on a $(q-1)$-dimensional problem. Maps to \#110/\#104/\#120.	154	—	-	still valid; recorded only in the old session log
125	SF	Pairwise is not $k$-wise (XOR)	Derive UniformProfiniteEquidist ($k$-wise modular decorrelation) from CCSB plus pairwise cross-modulus decorrelation CPD for the profinite Weyl criterion.	XOR counterexample: unit-modulus $X_1,X_2$ with pairwise cancellation and $X_3=X_1X_2$ give $\sum X_1X_2X_3=N$. Cauchy--Schwarz/Hoelder are trivial, VdC reduces to multiplier CPD, Tao--Teravainen needs multiplicativity; UPE needs $k$-wise for all $k$ as a primitive.	164	—	3	still valid; revival: variance needs only $k=2$ (\code{chebyshev\_concentration\_proved})
126	TM	UCE is PE restated in progression language	Uniform Conductor Equidistribution: $\minFac N \bmod q$ equidistributed among $N \equiv 1 \pmod M$ uniformly in the conductor $M$, via $P(n)+1 \equiv 1 \pmod{\prod n}$.	At $X \approx M_n$ the counting set is the singleton $\{P(n)+1\}$; density over a singleton is the pointwise MC problem, so \code{UCEImpliesCME} is the population-to-orbit gap (\#90) and $X/M = O(1)$ is outside every sieve asymptotic (\#108). Superseded: UCE is false (\#160).	165	—	-	no registry row; superseded by \#160 (\code{uce\_implies\_roughLPFEquidist}: $M=1$ clause is false)
127	OS	Weil bound does not close FF-DSL	Euclid--Mullin over $\mathbb{F}_p[t]$, where the Weil RH is a theorem, hoping unconditional ANT closes the function-field DSL.	Weil gives population equidistribution of irreducibles only; $\mathrm{ffProd}(n)+1$ is one specific polynomial, the walk sum is a sum of products of character values (not a Weil sum), and the relevant population is $O(1)$; orbit specificity (\#90) and the Four-Way Blocker are unchanged.	166	—	2	still valid; refined by \#129 (monodromy addendum)
128	TM	p-adic geometry, diamonds, Hecke orbits inapplicable	Perfectoid spaces, Scholze--Weinstein diamonds, Fargues--Fontaine slopes, and Hecke-orbit equidistribution (Clozel--Ullmo, Eskin--Mozes--Shah) applied to the EM walk.	Every geometric equidistribution theorem needs a fixed algebraic correspondence or group action; the EM multiplier is state-dependent, history-dependent and non-algebraic. The FF curve lives at a single prime while the walk is adelic; the slope analogy is a category error.	167	—	1	still valid; closes the G3 family with \#101, \#127
129	SF	FFLM false: cyclotomic counterexample	FF-EM monodromy chain: large Galois groups of $\mathrm{ffProd}(n)+1$ (FFLM) plus Deligne equidistribution to obtain orbit-specific FF-CME.	Over $\mathbb{F}_2$, $\mathrm{ffProd}(2)+1 = \Phi_5(t)$ with $\mathrm{Gal} = \mathbb{Z}/4$ (abelian; FF-EM products divide $t^{p^d}-t$, so Galois groups are abelian). Deligne is a family statement (sequential gap = \#90), and Frobenius cycle type does not determine $\minFac \bmod Q$.	168	—	3	still valid; \code{ff\_cyclotomic\_dead\_end} is placeholder-based (audit 2026-08-17)
130	SF	Generation does not imply coverage	Selection-bias-neutral / conditional character equidistribution to turn population multiplier CCSB into FF-multiplier CCSB; more generally subgroup escape as a route to hitting.	\code{ConditionalCharEquidist} $=$ FF-CME $=$ CME definitionally (collapse to \#90); and generation is not coverage: steps $\{1,3\}$ generate $\mathbb{Z}/4$ but the alternating walk visits only $\{0,1\}$, so subgroup escape never forces the walk to hit $-1$.	170	alternating_walk_misses_two	1	still valid; meaning drifted from SBN collapse (S170) to generation$\neq$coverage; \code{selection\_bias\_dead\_end\_analysis} placeholder
131	TM	Dobrushin coefficient equals one	Relax CME to \code{MultiplierUniformityBound} and use Dobrushin non-homogeneous Markov convergence plus a stopping-time reading of $\minFac$.	Each EM transition kernel is a point mass, so $\alpha(K_n)=1$ and $\sum(1-\alpha_n)=0$: Dobrushin's theorem never applies. Batching stays deterministic, windowing is CME again, conditioning reintroduces selection bias; MUB is weaker than CME but vacuous; stopping times repackage DH.	172	—	0	still valid; \code{dead\_end\_131\_witness} is a True marker (audit 2026-08-17)
132	CI	L-function factorization is circular	Factor $L(s,\chi) = L_{\mathrm{EM}}(s,\chi)\,L_{\mathrm{non\text{-}EM}}(s,\chi)$ and use zero-freeness of the EM factor on $\Re s = 1$ for equidistribution of EM primes.	Controlling $L_{\mathrm{non\text{-}EM}}$ requires knowing which primes are non-EM, i.e. MC itself; the reformulation reduces to the hypothesis it aims to prove (maps to \#90).	173	—	1	still valid; \code{dead\_end\_132\_witness} is a True marker
133	TM	Self-similar functional equation mismatch	Use the tail identity (orbit from $\prod M$ = tail of standard orbit) as self-similarity in the Lapidus--van Frankenhuijsen fractal-zeta framework $\zeta(s)=\sum r_j^s\zeta(s)+f(s)$.	The identity gives $L_{\mathrm{EM}} = \text{head} + L_{\text{from }\prod M}$, but the tail orbit starts at $\prod M \neq 2$ and is a different series, not a scalar multiple of $L_{\mathrm{EM}}$; there are no scaling ratios, so the framework does not apply.	173	—	0	still valid; \code{dead\_end\_133\_witness} is a True marker
134	CI	No Tauberian lever for $L_{\mathrm{EM}}$	Apply Tauberian theorems to the EM-specific Dirichlet series $\sum (\prod n)^{-s}$ / $L_{\mathrm{EM}}(s,\chi)$.	$\prod n \ge 2^{n+1}$ makes the series converge for all $s>0$ (\code{accum\_reciprocal\_summable}); $L_{\mathrm{EM}}$ is entire on $\Re s>0$ with no pole at $s=1$. The standard PNT route uses $L(s,\chi)$ over all primes, already formalized.	173	—	1	still valid (recorded as partial); \code{tauberian\_lever\_absent\_witness} is a True marker
135	TM	Number field extensions invisible to walk	EM over $\mathbb{Z}[i]$ (norm-1 subgroup of $\mathbb{F}_{p^2}^\times$), biquadratic fields, Hecke Grössencharacters, \code{NormTwistedCME}, arbitrary $\mathcal{O}_K$.	Universal Confinement: $\mathbb{Z} \to \mathcal{O}_K/\mathfrak{p}$ factors through the prime subfield $\mathbb{F}_r$, so every character of $(\mathcal{O}_K/\mathfrak{p})^\times$ restricts to a Dirichlet character mod $r$ on the integer walk; Hecke characters add only archimedean growth; inert primes give more characters, not fewer.	179	—	1	still valid; alias of S180 \#136; collision: \#135 also used for product$\neq$tree (S212, \code{dead\_end\_135\_product\_vs\_tree}); \code{dead\_end\_135\_certificate} placeholder
136	SF	ETA false for death class $c=-1$	\code{EnsembleTransitionApprox} (Tao-style backward dynamics): ensemble transition probability from accumulator class $c$ to multiplier class $b$ tends to $1/(q-1)$.	When $\mathrm{genProd} \equiv -1 \pmod q$, a positive fraction ($\sim C_1/\log q$, Mertens) have $\minFac(\mathrm{genProd}+1) = q$, i.e. $b=0$; mass leaks so $T(-1,b) < 1/(q-1)$ for $b\neq 0$. At $q=3$ the split-off DCTA is provably false (\code{genSeq\_eq\_three\_of\_genProd\_mod3}).	265	—	2	still valid (formulation bug, correctable); do not confuse with S180 \#136 (= \#135)
